Client_ID,Years_as_Client,Credit_Score,Num_Products,Annual_Income,Loan_Amount,Loan_Duration_Years,Missed_Payments,Credit_Eligibility
69,20,597,1,86570,47271,8,1,0
70,28,562,2,125084,74688,15,4,0
71,15,443,5,67892,39518,14,0,0
72,28,645,2,31015,11267,11,1,0
73,7,301,2,91813,91825,12,4,1
74,12,603,2,57712,2062,13,3,1
75,29,553,2,130497,51448,8,5,0
76,8,752,3,38415,96462,18,1,1
77,15,336,1,141854,7229,1,5,0
78,3,459,4,142816,57793,15,1,1
79,14,308,2,92292,48915,8,3,1
80,17,532,5,53833,5632,11,5,0
81,4,398,2,34158,4596,12,2,1
82,18,507,5,92680,7168,12,0,0
83,8,430,3,50309,8561,4,2,1
84,4,703,5,36970,74794,16,4,0
85,2,451,4,102474,83152,4,3,0
86,6,353,1,116704,27734,5,2,1
87,22,419,5,76540,7371,5,1,1
88,10,719,5,50384,27069,8,4,0
89,4,721,1,48017,80905,10,4,1
90,22,403,4,105880,13910,17,2,1
91,29,553,2,135570,74479,9,2,0
92,18,526,5,38702,78735,19,3,0
93,26,411,1,30384,82264,14,0,1
94,12,809,3,30404,24275,8,2,0
95,2,772,1,70943,73274,9,2,0
96,10,398,3,77926,82449,11,5,0
97,4,452,4,59189,61004,1,1,1
98,14,637,2,42763,63981,14,5,1
99,16,462,1,48384,85659,5,5,0
100,15,460,5,90100,55553,14,4,1
101,8,697,4,128142,49447,4,0,0
102,14,576,1,39860,35529,1,1,1
103,23,803,5,134293,76703,19,3,0
104,28,691,1,110642,77090,8,3,0
105,25,434,3,80612,18260,15,2,1
106,8,494,1,53574,4812,15,2,0
107,21,700,1,53524,29024,9,3,1
108,16,332,1,99172,59656,9,2,1
109,13,759,4,40916,28285,10,0,0
110,18,769,1,34809,93436,9,5,0
111,15,674,5,62201,2605,3,2,1
112,21,321,3,83330,72158,11,4,0
113,24,337,3,43456,73303,6,2,0
114,26,529,1,143748,28139,2,1,0
115,25,664,4,86397,78149,7,0,0
116,28,737,4,68765,57138,18,1,0
117,28,582,5,64816,77125,2,1,1
118,28,326,1,75106,14918,17,4,1
119,13,525,3,83932,86655,11,0,0
120,9,576,4,47100,28446,12,0,0
121,29,583,1,87091,14046,19,0,0
122,15,780,4,51949,25818,7,0,1
123,13,752,4,100080,5324,6,0,0
124,1,815,3,67744,77323,1,4,1
125,25,846,2,75543,10111,17,2,1
126,7,491,5,138319,39110,11,1,1
127,9,348,5,122193,17389,18,0,0
128,24,811,3,66187,42427,17,2,1
129,1,316,4,142734,80579,7,2,0
130,12,471,1,37239,29746,17,1,1
131,8,519,4,44489,88886,9,4,0
132,24,457,3,144937,1117,17,3,1
133,11,776,5,88017,85471,8,3,0
134,19,345,4,91877,14234,17,2,1
135,17,672,5,73125,54441,7,5,0
136,8,817,1,79922,1846,1,5,0
137,3,398,5,124074,11954,13,1,0
138,3,336,5,62049,80239,19,3,0
139,1,579,2,67131,47514,19,2,1
140,27,648,2,72944,89236,17,4,1
141,5,796,2,145765,98579,13,3,0
142,10,601,5,103963,7469,16,2,1
143,7,480,3,136884,31105,8,2,0
144,26,398,5,54285,43101,19,0,0
145,9,415,3,67626,65323,18,4,1
146,28,490,3,72808,92922,1,0,0
147,7,552,2,118464,59067,14,1,0
148,9,460,4,83871,50376,19,0,1
149,8,555,1,49198,46587,15,0,0
150,12,622,2,49758,37976,18,3,0
151,2,427,2,45254,68584,2,5,0
152,1,317,4,74238,79477,17,2,0
153,16,622,1,31252,43533,18,4,1
154,23,587,5,69764,2828,6,0,1
155,23,454,5,107709,2917,19,4,1
156,24,789,2,67441,21618,4,5,0
157,5,685,1,122234,33254,1,5,0
158,3,403,2,83682,48362,8,0,1
159,12,692,3,89494,21128,7,1,0
160,8,545,2,111317,60383,3,0,0
161,22,475,2,95215,66545,10,3,0
162,27,338,5,108587,83180,10,2,0
163,3,776,5,135185,88958,19,1,1
164,1,837,5,36949,10865,14,0,1
165,3,707,3,137825,3219,2,4,1
166,5,824,5,85393,40809,1,1,0
167,15,805,1,103553,6287,18,1,1
168,14,335,4,36941,35387,7,0,1
169,3,319,1,55934,9512,8,1,0
170,1,620,1,53386,2342,1,4,0
171,5,811,5,91886,64076,3,5,1
172,26,699,4,105745,20216,8,1,1
173,23,770,4,113251,94070,15,5,1
174,14,442,4,124456,80767,5,4,1
175,7,391,3,83413,98829,3,0,0
176,27,653,5,86800,27614,19,2,1
177,9,350,4,127239,37258,1,1,1
178,15,489,3,72318,94789,15,2,0
179,15,424,2,149803,43078,8,4,1
180,26,449,2,100173,84524,2,1,0
181,10,613,3,100390,97573,3,5,0
182,28,641,3,82329,13219,14,3,0
183,13,604,5,73088,1235,14,2,1
184,19,353,5,146868,43929,11,1,1
185,7,743,2,133196,68444,16,2,0
186,17,563,4,69811,9567,4,1,1
187,20,352,2,144825,71792,5,0,1
188,29,304,4,85479,66441,14,5,0
189,4,402,4,115392,85555,16,2,0
190,5,495,5,117369,74698,18,3,1
191,23,649,1,147520,6415,7,3,0
192,7,346,1,49963,37159,10,4,1
193,13,568,3,85123,44925,7,1,1
194,15,669,5,132468,6951,1,2,1
195,11,405,4,122705,88388,19,4,1
196,29,419,1,103477,9007,16,2,0
197,4,357,4,44388,42832,19,1,0
198,13,645,1,35569,59596,4,3,0
199,7,773,1,99836,31523,18,0,0
200,27,416,1,134573,89861,2,3,1
201,19,426,5,66586,87740,1,4,1
202,22,692,2,42015,16524,15,5,0
203,28,357,4,75002,20282,5,0,1
204,2,812,5,146594,24930,11,4,1
205,10,395,5,36254,1077,10,1,1
206,13,417,5,47144,21611,2,0,0
207,25,787,5,54214,17984,3,4,0
208,21,536,5,135654,15060,12,1,0
