Client_ID,Years_as_Client,Credit_Score,Num_Products,Annual_Income,Loan_Amount,Loan_Duration_Years,Missed_Payments,Credit_Eligibility
40,11.0,316.0,2.0,51695.0,15307.0,11.8,2.0,0
41,13.7,340.0,3.0,83265.0,34279.0,5.7,2.0,0
42,10.9,500.0,3.0,36073.0,36783.0,9.8,2.0,0
43,9.4,553.0,4.0,48607.0,26263.0,10.1,5.0,0
44,8.5,471.0,1.0,52335.0,20152.0,12.4,1.0,0
45,2.6,325.0,1.0,37520.0,32610.0,3.2,2.0,0
46,6.4,355.0,1.0,67095.0,2255.0,13.0,1.0,0
47,7.7,443.0,4.0,87879.0,40695.0,1.0,4.0,0
48,15.3,374.0,5.0,72546.0,24675.0,6.9,5.0,0
49,11.7,364.0,3.0,56444.0,18030.0,7.6,3.0,0
50,1.2,365.0,3.0,36396.0,100000.0,13.2,3.0,0
51,11.6,534.0,3.0,36510.0,11999.0,10.1,3.0,0
52,8.1,455.0,5.0,95085.0,15325.0,3.0,4.0,0
53,6.6,369.0,2.0,30203.0,100000.0,5.1,1.0,0
54,13.1,425.0,3.0,54780.0,10416.0,11.0,4.0,0
55,15.2,321.0,4.0,54112.0,13425.0,9.6,4.0,0
56,14.7,355.0,4.0,49185.0,19296.0,7.1,3.0,0
57,5.8,517.0,3.0,120860.0,46942.0,7.6,4.0,0
58,8.5,312.0,5.0,37357.0,26556.0,13.5,4.0,0
59,11.7,456.0,1.0,38177.0,6882.0,7.4,2.0,0
60,14.9,304.0,4.0,31618.0,13644.0,9.6,4.0,0
61,7.6,632.0,2.0,41511.0,12751.0,20.0,2.0,1
62,9.1,353.0,1.0,35954.0,20548.0,2.9,0.0,0
63,4.5,432.0,4.0,38279.0,32314.0,1.0,4.0,0
64,4.0,404.0,5.0,65414.0,32093.0,13.9,5.0,0
65,14.1,407.0,3.0,83949.0,4454.0,6.6,3.0,0
66,16.8,423.0,4.0,34044.0,57385.0,8.4,5.0,0
67,9.6,309.0,5.0,39172.0,27648.0,6.1,4.0,0
68,15.0,409.0,5.0,81961.0,76579.0,8.7,5.0,0
69,11.8,378.0,5.0,31255.0,32852.0,18.0,4.0,0
70,6.8,354.0,4.0,31907.0,59349.0,14.0,3.0,0
71,11.8,340.0,3.0,33497.0,33520.0,14.3,2.0,0
72,17.7,411.0,1.0,47801.0,73984.0,2.9,2.0,0
73,9.8,331.0,3.0,33209.0,35243.0,4.2,2.0,0
74,17.8,514.0,2.0,97797.0,20168.0,1.0,3.0,0
75,1.0,441.0,5.0,41650.0,100000.0,6.0,5.0,0
76,14.1,417.0,3.0,43703.0,49027.0,14.8,2.0,0
77,10.4,507.0,3.0,35574.0,36915.0,12.6,3.0,0
78,8.5,307.0,4.0,42532.0,6984.0,8.9,4.0,0
79,10.5,320.0,3.0,51345.0,6909.0,9.9,3.0,0
80,1.0,446.0,5.0,57379.0,28665.0,6.6,5.0,0
81,8.9,343.0,2.0,57593.0,25109.0,11.0,2.0,0
82,11.8,349.0,3.0,46976.0,12674.0,13.8,4.0,0
83,17.4,316.0,2.0,76199.0,25006.0,1.9,2.0,0
84,7.4,331.0,1.0,63471.0,92020.0,11.5,2.0,0
85,6.0,518.0,2.0,57849.0,41186.0,14.7,2.0,0
86,7.5,443.0,3.0,31126.0,7888.0,7.9,2.0,0
87,14.6,410.0,2.0,30135.0,19923.0,13.5,2.0,0
88,11.6,352.0,2.0,34700.0,10674.0,20.0,2.0,0
89,7.4,404.0,1.0,51439.0,15538.0,9.5,1.0,0
90,12.6,533.0,3.0,40425.0,15180.0,12.0,2.0,1
91,10.5,344.0,1.0,40133.0,14330.0,6.3,1.0,0
92,14.8,390.0,4.0,72500.0,7118.0,10.9,4.0,0
93,6.5,647.0,3.0,74467.0,19636.0,12.3,3.0,0
94,8.4,469.0,1.0,77216.0,13299.0,11.0,1.0,0
95,8.0,352.0,3.0,37414.0,1577.0,4.9,2.0,0
96,2.7,458.0,2.0,53119.0,100000.0,11.0,1.0,0
97,11.5,312.0,3.0,36238.0,58682.0,17.3,4.0,0
98,11.3,387.0,5.0,34162.0,15699.0,12.2,5.0,0
99,10.0,458.0,1.0,34017.0,22403.0,14.8,0.0,0
100,8.8,430.0,3.0,38241.0,7673.0,8.8,3.0,0
101,2.9,457.0,3.0,41062.0,100000.0,13.7,2.0,0
102,7.9,486.0,4.0,64988.0,100000.0,11.4,4.0,0
103,8.3,439.0,3.0,32513.0,25362.0,5.2,3.0,0
104,6.0,436.0,2.0,56134.0,55336.0,11.6,1.0,0
105,9.2,412.0,3.0,44922.0,25790.0,5.0,2.0,0
106,12.0,327.0,2.0,36684.0,6614.0,6.8,1.0,0
107,19.4,518.0,5.0,43362.0,15205.0,10.9,5.0,0
108,10.9,390.0,3.0,37018.0,24803.0,11.5,3.0,0
109,11.3,466.0,5.0,47843.0,14631.0,4.1,5.0,0
110,9.6,501.0,3.0,41197.0,18092.0,15.3,3.0,0
111,1.0,355.0,2.0,33535.0,20287.0,12.9,2.0,0
112,9.9,360.0,1.0,32439.0,20480.0,6.5,1.0,0
113,10.3,369.0,1.0,45573.0,23087.0,2.3,2.0,0
114,22.3,550.0,1.0,75803.0,8480.0,9.3,2.0,1
115,9.0,335.0,3.0,38297.0,11553.0,7.8,3.0,0
116,11.5,584.0,4.0,55991.0,6932.0,10.6,4.0,0
117,9.8,411.0,1.0,51157.0,53105.0,8.2,1.0,0
118,4.2,418.0,4.0,82785.0,3311.0,1.0,4.0,0
119,15.7,494.0,2.0,63860.0,62208.0,8.1,3.0,0
120,13.8,401.0,3.0,46457.0,76704.0,8.5,4.0,0
121,14.0,520.0,5.0,51063.0,16782.0,13.2,4.0,0
122,5.5,355.0,4.0,75007.0,2116.0,6.5,4.0,0
123,17.0,577.0,3.0,40038.0,15912.0,18.4,3.0,0
124,3.0,360.0,2.0,37788.0,20790.0,1.0,2.0,0
125,12.9,585.0,1.0,30213.0,8870.0,16.6,1.0,0
126,21.0,361.0,2.0,64482.0,13854.0,8.9,2.0,0
127,5.0,371.0,3.0,61775.0,87306.0,14.3,3.0,0
128,7.2,330.0,2.0,32171.0,40072.0,10.4,1.0,0
129,10.5,341.0,3.0,46928.0,9584.0,15.7,3.0,0
130,7.5,390.0,3.0,42274.0,5230.0,8.1,4.0,0
131,2.2,415.0,3.0,32487.0,16411.0,4.5,3.0,0
132,10.3,508.0,2.0,107568.0,18177.0,17.1,2.0,1
133,4.7,376.0,3.0,34757.0,34426.0,9.4,2.0,0
134,12.4,431.0,4.0,31369.0,13605.0,11.1,4.0,0
135,5.4,408.0,1.0,47783.0,34904.0,16.2,2.0,0
136,17.7,443.0,5.0,56429.0,100000.0,4.8,5.0,0
137,6.1,348.0,3.0,30649.0,45888.0,13.0,3.0,0
138,8.4,354.0,3.0,51160.0,21094.0,7.1,3.0,0
139,14.1,348.0,4.0,44957.0,18679.0,9.3,4.0,0
140,3.8,539.0,3.0,32145.0,15978.0,10.4,3.0,0
141,11.1,579.0,4.0,33727.0,63741.0,2.5,4.0,0
142,16.5,352.0,3.0,46519.0,12524.0,6.1,3.0,0
143,2.0,353.0,2.0,36918.0,22941.0,16.8,2.0,0
144,10.9,460.0,4.0,84832.0,23065.0,14.4,3.0,0
145,11.3,602.0,1.0,63615.0,14022.0,9.7,1.0,1
146,13.9,652.0,3.0,110868.0,6405.0,11.2,4.0,0
147,3.8,349.0,3.0,35917.0,29457.0,8.5,3.0,0
148,3.4,363.0,3.0,98840.0,20850.0,16.8,2.0,0
149,12.6,420.0,3.0,41106.0,34552.0,9.0,4.0,0
150,11.5,425.0,1.0,38404.0,13626.0,11.2,2.0,0
151,11.3,379.0,2.0,31016.0,66088.0,15.7,2.0,0
152,11.7,339.0,3.0,31066.0,10006.0,6.1,3.0,0
153,6.6,390.0,3.0,53180.0,100000.0,17.8,3.0,0
154,11.2,652.0,1.0,42053.0,4569.0,2.3,2.0,1
155,11.5,355.0,5.0,35055.0,32575.0,18.1,5.0,0
156,6.4,414.0,2.0,48735.0,33789.0,8.1,2.0,0
157,19.3,354.0,4.0,35737.0,10764.0,8.8,4.0,0
158,12.4,466.0,4.0,46964.0,32272.0,1.0,3.0,0
159,4.0,663.0,2.0,38760.0,69673.0,7.7,2.0,0
160,13.3,455.0,5.0,64145.0,2995.0,4.8,5.0,0
161,5.1,526.0,1.0,63829.0,34630.0,7.0,1.0,0
162,13.9,484.0,4.0,42771.0,2336.0,9.3,4.0,0
163,15.8,445.0,5.0,38503.0,9236.0,14.8,5.0,0
164,5.9,572.0,2.0,38863.0,95440.0,11.0,3.0,0
165,14.8,462.0,5.0,62249.0,13048.0,11.5,5.0,0
166,12.1,379.0,3.0,37829.0,7658.0,4.5,3.0,0
167,14.1,407.0,3.0,34616.0,18432.0,5.6,4.0,0
168,19.5,429.0,3.0,31741.0,100000.0,19.0,4.0,0
169,8.8,363.0,3.0,42373.0,4236.0,6.3,3.0,0
170,6.2,411.0,4.0,42952.0,8551.0,18.3,5.0,0
171,5.6,397.0,4.0,66183.0,84769.0,8.8,4.0,0
172,5.9,461.0,1.0,34921.0,100000.0,10.0,0.0,0
173,9.6,735.0,5.0,39440.0,20069.0,15.4,5.0,0
174,11.7,417.0,1.0,62524.0,7222.0,16.4,1.0,0
175,11.4,608.0,5.0,64153.0,100000.0,9.4,4.0,0
176,14.1,457.0,5.0,39556.0,92503.0,8.1,5.0,0
177,10.1,410.0,1.0,42096.0,40581.0,9.7,2.0,0
178,17.3,359.0,2.0,37113.0,10602.0,11.7,2.0,0
179,8.7,411.0,1.0,83074.0,21076.0,14.5,2.0,0
180,23.6,405.0,3.0,32485.0,19066.0,10.0,4.0,0
181,13.1,345.0,3.0,83426.0,29666.0,13.1,2.0,0
182,5.7,353.0,4.0,52667.0,81300.0,18.2,3.0,0
183,4.6,430.0,5.0,44927.0,48605.0,11.9,5.0,0
184,12.4,606.0,5.0,30653.0,8353.0,11.6,5.0,0
185,8.9,388.0,2.0,42705.0,76027.0,2.4,2.0,0
186,13.6,315.0,3.0,40310.0,29197.0,1.0,3.0,0
187,12.4,329.0,1.0,33460.0,40878.0,11.9,0.0,0
188,9.6,469.0,2.0,51027.0,82445.0,9.5,2.0,0
189,5.8,320.0,4.0,99790.0,8100.0,7.4,4.0,0
190,2.4,491.0,5.0,46257.0,21328.0,11.2,5.0,0
191,7.8,462.0,1.0,54690.0,13653.0,9.7,2.0,0
192,14.3,385.0,2.0,31395.0,5372.0,15.6,2.0,0
193,11.1,345.0,3.0,40642.0,30093.0,10.4,3.0,0
194,3.8,374.0,3.0,32434.0,100000.0,6.3,4.0,0
195,10.9,427.0,2.0,48675.0,4205.0,15.0,2.0,0
196,11.9,321.0,4.0,84885.0,21396.0,8.9,4.0,0
197,5.6,583.0,2.0,51337.0,39202.0,12.6,2.0,0
198,10.8,426.0,3.0,31572.0,24607.0,7.6,2.0,0
199,10.3,439.0,4.0,38620.0,19894.0,6.8,4.0,0
200,4.3,461.0,3.0,45746.0,6841.0,10.4,3.0,0
201,11.8,563.0,2.0,40160.0,27160.0,10.1,2.0,0
202,12.8,411.0,3.0,65304.0,11147.0,12.4,4.0,0
203,15.4,469.0,3.0,63178.0,3069.0,8.7,2.0,0
204,15.3,346.0,2.0,48626.0,64546.0,1.0,3.0,0
205,3.1,653.0,3.0,39202.0,52185.0,7.8,2.0,0
206,5.3,405.0,5.0,35802.0,23075.0,14.0,5.0,0
207,12.6,346.0,4.0,32202.0,27070.0,8.5,4.0,0
208,12.6,360.0,3.0,38628.0,57924.0,8.8,3.0,0
209,12.6,306.0,4.0,40491.0,26955.0,14.9,4.0,0
210,29.3,359.0,2.0,52172.0,49693.0,6.4,3.0,0
211,12.9,301.0,5.0,51128.0,16853.0,2.3,5.0,0
212,15.7,480.0,4.0,31430.0,71739.0,9.2,3.0,0
213,14.8,435.0,3.0,39899.0,29399.0,7.6,2.0,0
214,13.3,332.0,4.0,33948.0,26230.0,5.2,3.0,0
215,8.4,389.0,1.0,33357.0,7023.0,9.1,2.0,0
216,13.8,393.0,1.0,64568.0,28517.0,12.5,2.0,0
217,6.1,324.0,1.0,30842.0,10417.0,10.0,1.0,0
218,8.8,375.0,3.0,40694.0,12401.0,11.5,3.0,0
219,7.6,396.0,5.0,33624.0,10574.0,19.1,5.0,0
220,10.4,373.0,5.0,71624.0,8437.0,8.3,5.0,0
221,21.6,345.0,4.0,46027.0,100000.0,11.4,4.0,0
222,1.0,330.0,4.0,35179.0,72999.0,7.5,4.0,0
223,13.4,371.0,1.0,43739.0,100000.0,5.8,1.0,0
224,1.9,352.0,2.0,55880.0,7328.0,7.1,2.0,0
225,7.6,452.0,2.0,92453.0,23485.0,7.6,2.0,0
226,15.4,575.0,2.0,34901.0,6876.0,11.8,1.0,0
227,10.3,499.0,3.0,72774.0,11777.0,20.0,3.0,0
228,4.6,399.0,2.0,83592.0,9640.0,6.4,2.0,0
229,6.4,347.0,1.0,78853.0,67213.0,7.9,1.0,0
230,13.4,495.0,4.0,49860.0,15420.0,9.7,5.0,0
231,6.3,460.0,1.0,49560.0,57615.0,12.0,2.0,0
232,11.1,561.0,3.0,40160.0,37938.0,11.3,3.0,0
233,10.2,411.0,5.0,57476.0,100000.0,16.4,5.0,0
234,6.7,640.0,2.0,44915.0,5817.0,1.0,2.0,1
235,20.7,412.0,1.0,52270.0,68412.0,1.0,1.0,0
236,13.2,347.0,3.0,41011.0,61809.0,7.5,3.0,0
237,1.0,357.0,5.0,55881.0,9172.0,15.5,5.0,0
238,10.9,446.0,5.0,64248.0,54525.0,2.2,4.0,0
239,6.7,352.0,1.0,33116.0,29808.0,1.0,1.0,0
240,14.3,638.0,4.0,65220.0,17949.0,12.9,3.0,0
241,6.0,437.0,2.0,45297.0,10493.0,11.2,3.0,0
242,9.4,397.0,3.0,66653.0,11531.0,4.5,2.0,0
243,12.5,404.0,5.0,41109.0,100000.0,5.1,5.0,0
244,14.3,373.0,1.0,39378.0,22040.0,5.2,1.0,0
245,4.0,310.0,3.0,78535.0,44530.0,10.6,4.0,0
246,8.3,357.0,4.0,35693.0,10810.0,6.9,4.0,0
247,7.6,607.0,5.0,66596.0,10918.0,12.5,4.0,0
248,6.7,414.0,3.0,43024.0,58325.0,1.0,3.0,0
249,18.8,517.0,3.0,44206.0,6538.0,5.7,3.0,0
250,12.0,522.0,2.0,37260.0,15158.0,4.4,2.0,0
251,3.7,390.0,3.0,46751.0,22711.0,8.7,3.0,0
252,14.6,462.0,2.0,37742.0,24349.0,7.3,2.0,0
253,20.6,312.0,4.0,30788.0,18748.0,14.0,5.0,0
254,15.2,589.0,2.0,36248.0,31453.0,1.0,3.0,0
255,2.4,572.0,4.0,30125.0,41092.0,10.2,3.0,0
256,7.6,443.0,3.0,105445.0,42667.0,12.8,3.0,0
257,16.3,418.0,5.0,96411.0,9070.0,19.3,5.0,0
258,6.5,391.0,3.0,39896.0,17056.0,7.6,4.0,0
259,12.2,537.0,1.0,55653.0,64556.0,11.6,0.0,0
260,13.9,478.0,5.0,38352.0,49276.0,1.0,4.0,0
261,5.4,365.0,2.0,51887.0,6402.0,1.0,3.0,0
262,9.7,326.0,2.0,62220.0,30222.0,14.2,2.0,0
263,1.0,320.0,2.0,87728.0,3713.0,10.0,2.0,0
264,4.9,535.0,5.0,40061.0,22977.0,15.9,5.0,0
265,8.7,389.0,1.0,60100.0,100000.0,3.1,0.0,0
266,3.8,441.0,5.0,36084.0,9385.0,12.6,5.0,0
267,18.2,400.0,5.0,121310.0,10395.0,19.3,5.0,0
268,2.8,320.0,3.0,30513.0,43810.0,12.1,4.0,0
269,7.8,312.0,3.0,48209.0,5494.0,11.4,2.0,0
270,10.7,361.0,3.0,51205.0,12463.0,10.0,3.0,0
271,17.2,366.0,4.0,52928.0,37677.0,2.1,3.0,0
272,2.8,366.0,4.0,32524.0,12446.0,16.8,4.0,0
273,15.8,368.0,4.0,84900.0,17812.0,6.9,3.0,0
274,10.1,714.0,3.0,33934.0,43035.0,12.5,3.0,0
275,5.1,514.0,3.0,49188.0,32189.0,2.2,2.0,0
276,12.3,416.0,3.0,34958.0,28005.0,4.1,3.0,0
277,11.0,387.0,3.0,37224.0,16233.0,17.2,3.0,0
278,7.0,390.0,5.0,45562.0,30732.0,8.3,5.0,0
279,10.3,472.0,4.0,40626.0,19705.0,17.3,4.0,0
280,8.1,386.0,1.0,33437.0,33257.0,9.6,0.0,0
281,10.6,498.0,4.0,33689.0,14084.0,1.0,4.0,0
282,13.3,427.0,3.0,40659.0,18689.0,14.5,3.0,0
283,17.9,717.0,3.0,57868.0,9037.0,7.1,4.0,0
284,3.8,382.0,2.0,74925.0,21343.0,13.5,2.0,0
285,20.7,526.0,5.0,31729.0,10616.0,10.1,5.0,0
286,1.0,329.0,4.0,39829.0,8082.0,2.3,5.0,0
287,9.2,349.0,2.0,32079.0,27800.0,10.8,2.0,0
288,12.9,678.0,4.0,30329.0,26675.0,20.0,4.0,0
289,11.4,491.0,2.0,51334.0,44560.0,12.5,2.0,0
290,6.9,443.0,1.0,48156.0,14943.0,9.7,1.0,0
291,9.0,388.0,2.0,33502.0,31801.0,15.4,2.0,0
292,7.5,526.0,4.0,35242.0,36160.0,11.1,5.0,0
293,7.1,539.0,4.0,30472.0,32869.0,11.0,5.0,0
294,14.2,619.0,4.0,65459.0,10477.0,4.5,3.0,0
295,11.8,325.0,4.0,102367.0,25196.0,11.2,3.0,0
296,6.5,388.0,4.0,32864.0,30569.0,15.2,4.0,0
297,14.5,425.0,2.0,35182.0,22169.0,5.8,2.0,0
298,11.5,615.0,4.0,69918.0,3368.0,17.1,4.0,0
299,14.1,438.0,4.0,81372.0,25449.0,9.5,5.0,0
300,13.1,539.0,4.0,40709.0,100000.0,5.6,4.0,0
301,5.9,322.0,5.0,31022.0,15930.0,15.0,5.0,0
302,7.2,370.0,4.0,30790.0,11438.0,8.6,4.0,0
303,13.7,571.0,4.0,46793.0,30823.0,13.8,4.0,0
304,13.1,379.0,5.0,39822.0,29177.0,8.5,3.0,0
305,9.9,395.0,3.0,30572.0,64438.0,9.7,3.0,0
306,10.6,611.0,2.0,47228.0,7100.0,12.5,2.0,1
307,16.4,337.0,3.0,30223.0,42542.0,11.5,3.0,0
308,7.0,348.0,2.0,60473.0,37473.0,1.0,2.0,0
309,12.7,319.0,2.0,37202.0,19381.0,4.4,1.0,0
310,9.0,621.0,3.0,30808.0,29876.0,14.6,3.0,0
311,8.9,511.0,2.0,47470.0,55632.0,9.3,1.0,0
312,15.5,507.0,3.0,39978.0,48295.0,7.4,2.0,0
313,14.1,368.0,1.0,101686.0,7874.0,3.2,1.0,0
314,14.1,317.0,3.0,45465.0,46080.0,4.6,3.0,0
315,16.5,310.0,3.0,36336.0,20781.0,1.0,3.0,0
316,10.1,572.0,2.0,54327.0,23520.0,9.5,1.0,0
317,13.4,451.0,4.0,36234.0,23526.0,7.0,4.0,0
318,8.4,476.0,4.0,76175.0,19241.0,5.2,5.0,0
319,11.6,420.0,1.0,39242.0,64379.0,9.7,1.0,0
320,9.3,342.0,2.0,45711.0,20428.0,11.8,1.0,0
321,10.5,371.0,2.0,31021.0,8042.0,20.0,2.0,0
322,13.0,331.0,2.0,40930.0,15457.0,2.4,2.0,0
323,5.9,326.0,4.0,65153.0,25870.0,15.8,5.0,0
324,20.5,498.0,3.0,62242.0,66589.0,14.9,3.0,0
325,5.0,312.0,3.0,34999.0,37903.0,6.1,2.0,0
326,3.9,331.0,1.0,35044.0,10245.0,11.0,1.0,0
327,15.8,375.0,4.0,63460.0,100000.0,7.7,4.0,0
328,14.0,403.0,1.0,82455.0,27954.0,10.9,2.0,0
329,13.1,318.0,3.0,31972.0,69415.0,17.5,3.0,0
330,13.1,437.0,3.0,41769.0,19215.0,13.0,4.0,0
331,9.9,414.0,5.0,38102.0,35597.0,12.5,5.0,0
332,5.5,569.0,1.0,70262.0,46888.0,7.8,2.0,0
333,10.4,404.0,1.0,31716.0,65932.0,2.6,1.0,0
334,6.6,449.0,3.0,34667.0,57047.0,9.0,3.0,0
335,14.9,344.0,5.0,57482.0,48290.0,16.0,5.0,0
336,9.3,347.0,5.0,31036.0,16588.0,2.4,5.0,0
337,5.9,321.0,3.0,43351.0,13166.0,4.7,3.0,0
338,8.4,345.0,2.0,41486.0,29713.0,10.6,2.0,0
339,12.1,370.0,4.0,38012.0,51012.0,5.1,4.0,0
340,7.2,549.0,2.0,39877.0,18026.0,6.0,2.0,0
341,5.9,338.0,4.0,44858.0,57449.0,7.9,4.0,0
342,11.2,731.0,4.0,33463.0,81418.0,3.2,4.0,0
343,11.2,460.0,5.0,46703.0,9656.0,5.1,5.0,0
344,7.5,434.0,5.0,62221.0,10371.0,13.5,5.0,0
345,7.6,397.0,4.0,58103.0,19412.0,3.5,4.0,0
346,11.2,381.0,2.0,33289.0,29052.0,2.0,3.0,0
347,2.8,353.0,3.0,33181.0,13738.0,6.8,2.0,0
348,3.0,317.0,1.0,36145.0,74383.0,13.7,1.0,0
349,6.4,339.0,2.0,38817.0,32262.0,9.0,3.0,0
350,8.9,620.0,2.0,40334.0,22823.0,7.7,2.0,0
351,11.6,452.0,2.0,52409.0,6049.0,10.2,2.0,0
352,17.4,618.0,3.0,31148.0,6740.0,1.3,3.0,0
353,14.3,351.0,2.0,30694.0,28365.0,12.5,1.0,0
354,9.2,330.0,5.0,39791.0,3231.0,11.9,4.0,0
355,9.9,396.0,3.0,53512.0,54796.0,8.0,3.0,0
356,5.0,341.0,3.0,34231.0,19104.0,15.0,2.0,0
357,9.9,415.0,3.0,50191.0,100000.0,4.4,3.0,0
358,8.6,312.0,3.0,35922.0,100000.0,15.6,4.0,0
359,11.6,305.0,4.0,72758.0,18708.0,10.8,4.0,0
360,5.9,430.0,2.0,74491.0,20016.0,8.3,2.0,0
361,12.6,627.0,2.0,36944.0,53961.0,9.9,2.0,0
362,17.7,435.0,3.0,35144.0,100000.0,9.5,3.0,0
363,9.5,451.0,1.0,40429.0,5043.0,16.1,1.0,0
364,12.0,400.0,2.0,35415.0,4413.0,4.6,2.0,0
365,13.5,409.0,2.0,51964.0,12584.0,6.2,2.0,0
366,8.0,316.0,4.0,64427.0,37215.0,15.2,5.0,0
367,11.1,343.0,3.0,52007.0,34447.0,7.0,3.0,0
368,10.1,547.0,3.0,64234.0,57687.0,14.5,4.0,0
369,10.5,368.0,4.0,39956.0,7482.0,18.5,4.0,0
370,6.1,543.0,3.0,33345.0,2739.0,8.0,2.0,0
371,10.1,406.0,4.0,56360.0,47677.0,13.4,4.0,0
372,12.5,411.0,3.0,38798.0,10453.0,4.2,2.0,0
373,17.3,369.0,3.0,51898.0,3581.0,13.8,4.0,0
374,14.8,469.0,2.0,36211.0,25098.0,11.0,1.0,0
375,20.8,503.0,1.0,31667.0,44975.0,12.4,1.0,0
376,6.2,340.0,3.0,126523.0,19735.0,6.8,2.0,0
377,14.4,318.0,5.0,33342.0,14588.0,1.7,5.0,0
378,10.9,307.0,4.0,117759.0,19083.0,12.5,5.0,0
379,20.9,445.0,4.0,104491.0,15780.0,1.0,4.0,0
380,6.0,431.0,5.0,61079.0,6547.0,8.4,5.0,0
381,5.8,820.0,3.0,51201.0,11577.0,14.7,3.0,0
382,7.0,401.0,3.0,46972.0,35212.0,11.0,3.0,0
383,1.0,385.0,2.0,69576.0,29422.0,19.7,2.0,0
384,7.4,418.0,3.0,36725.0,25623.0,15.1,2.0,0
385,6.2,424.0,4.0,42410.0,8994.0,6.7,4.0,0
386,10.8,379.0,5.0,49013.0,18707.0,10.1,4.0,0
387,11.7,342.0,3.0,40425.0,3105.0,9.8,3.0,0
388,19.4,396.0,2.0,40977.0,25865.0,2.1,2.0,0
389,14.8,392.0,3.0,37891.0,79696.0,5.3,3.0,0
390,7.1,391.0,4.0,46349.0,5845.0,7.2,4.0,0
391,5.5,484.0,1.0,67417.0,12999.0,1.0,1.0,0
392,12.5,394.0,1.0,34429.0,29620.0,10.2,1.0,0
393,3.4,319.0,2.0,83630.0,68020.0,8.8,2.0,0
394,19.2,350.0,1.0,52994.0,14715.0,1.6,1.0,0
395,15.9,378.0,2.0,64114.0,11813.0,12.0,2.0,0
396,7.7,398.0,3.0,45989.0,3744.0,13.6,2.0,0
397,1.4,447.0,2.0,59759.0,24175.0,11.1,3.0,0
398,16.8,399.0,5.0,30321.0,100000.0,8.4,5.0,0
399,9.4,305.0,3.0,63576.0,28272.0,13.0,3.0,0
400,16.2,322.0,3.0,30806.0,21589.0,13.4,3.0,0
401,2.0,456.0,4.0,73430.0,29433.0,11.5,4.0,0
402,7.0,376.0,1.0,124945.0,21808.0,5.9,1.0,0
403,10.0,407.0,5.0,36854.0,10597.0,11.4,5.0,0
404,10.2,367.0,3.0,34647.0,46210.0,16.0,4.0,0
405,7.7,349.0,4.0,58535.0,26989.0,7.0,5.0,0
406,13.1,369.0,1.0,35742.0,22378.0,20.0,1.0,0
407,4.7,408.0,1.0,69497.0,9156.0,7.4,1.0,0
