Client_ID,Years_as_Client,Credit_Score,Num_Products,Annual_Income,Loan_Amount,Loan_Duration_Years,Missed_Payments,Credit_Eligibility
93,6.5,438.0,2.0,70853.0,45550.0,10.4,1.0,1
94,8.4,488.0,3.0,60900.0,7178.0,16.1,2.0,0
95,8.0,614.0,4.0,50749.0,59692.0,6.3,0.0,0
96,2.7,393.0,2.0,66813.0,11646.0,11.1,0.0,0
97,11.5,375.0,3.0,69118.0,5430.0,7.4,1.0,0
98,11.3,430.0,3.0,53819.0,17238.0,11.8,0.0,0
99,10.0,326.0,5.0,65125.0,3342.0,12.5,0.0,1
100,8.8,428.0,1.0,53106.0,27688.0,12.9,0.0,1
101,2.9,429.0,2.0,52024.0,17443.0,4.6,2.0,1
102,7.9,390.0,2.0,48605.0,66857.0,5.6,1.0,1
103,8.3,394.0,1.0,57025.0,39499.0,6.5,0.0,1
104,6.0,623.0,5.0,33231.0,6293.0,8.8,2.0,1
105,9.2,432.0,1.0,71215.0,10357.0,10.4,3.0,1
106,12.0,373.0,2.0,69796.0,35193.0,13.5,0.0,0
107,19.4,316.0,5.0,30452.0,47210.0,5.8,2.0,1
108,10.9,460.0,1.0,63834.0,66188.0,2.0,0.0,0
109,11.3,339.0,4.0,32556.0,65713.0,20.0,1.0,0
110,9.6,373.0,1.0,37806.0,20321.0,4.3,0.0,1
111,1.0,411.0,5.0,56314.0,30528.0,14.2,3.0,0
112,9.9,630.0,1.0,33281.0,70889.0,10.2,1.0,0
113,10.3,532.0,1.0,62977.0,16765.0,11.3,1.0,0
114,22.3,416.0,2.0,64551.0,31000.0,10.0,0.0,0
115,9.0,617.0,4.0,43636.0,16413.0,8.1,3.0,1
116,11.5,508.0,3.0,30000.0,13415.0,12.3,3.0,1
117,9.8,307.0,2.0,36449.0,23007.0,7.8,3.0,1
118,4.2,608.0,5.0,48520.0,11863.0,15.8,2.0,1
119,15.7,420.0,5.0,107077.0,19578.0,12.8,0.0,1
120,13.8,300.0,4.0,49290.0,8678.0,13.0,2.0,1
121,14.0,525.0,2.0,35721.0,18564.0,7.5,1.0,1
122,5.5,434.0,2.0,49406.0,32977.0,8.8,2.0,1
123,17.0,398.0,1.0,44963.0,12966.0,4.1,2.0,1
124,3.0,496.0,3.0,59282.0,22211.0,8.2,0.0,1
125,12.9,399.0,1.0,32074.0,24969.0,4.8,2.0,0
126,21.0,443.0,4.0,57689.0,33100.0,16.6,2.0,1
127,5.0,388.0,5.0,45018.0,19531.0,10.3,0.0,0
128,7.2,393.0,4.0,93931.0,58529.0,10.9,2.0,0
129,10.5,326.0,2.0,38004.0,3325.0,8.9,1.0,0
130,7.5,453.0,4.0,49333.0,100000.0,11.0,0.0,0
131,2.2,746.0,5.0,82118.0,10057.0,20.0,0.0,1
132,10.3,372.0,5.0,31977.0,31668.0,8.5,1.0,0
133,4.7,340.0,1.0,83665.0,9465.0,6.7,1.0,1
134,12.4,355.0,4.0,52500.0,39334.0,12.6,0.0,1
135,5.4,314.0,3.0,31240.0,28252.0,1.0,1.0,0
136,17.7,382.0,4.0,36833.0,12263.0,10.3,2.0,1
137,6.1,390.0,4.0,53806.0,57860.0,8.1,3.0,0
138,8.4,404.0,1.0,31230.0,19005.0,5.0,0.0,0
139,14.1,504.0,2.0,46832.0,36044.0,12.5,1.0,1
140,3.8,351.0,3.0,38123.0,9648.0,10.3,1.0,1
141,11.1,356.0,1.0,48723.0,21423.0,1.0,2.0,0
142,16.5,321.0,4.0,30785.0,100000.0,6.8,1.0,1
143,2.0,351.0,1.0,69750.0,52400.0,1.0,2.0,1
144,10.9,300.0,2.0,100413.0,29052.0,11.5,0.0,1
145,11.3,504.0,5.0,97297.0,14705.0,11.4,0.0,0
146,13.9,331.0,2.0,56785.0,23406.0,6.0,1.0,0
147,3.8,332.0,4.0,32583.0,26313.0,12.7,0.0,1
148,3.4,407.0,1.0,57465.0,33001.0,3.6,0.0,1
149,12.6,340.0,5.0,30359.0,8358.0,5.2,0.0,1
150,11.5,335.0,3.0,30310.0,40198.0,12.1,2.0,1
151,11.3,328.0,3.0,37473.0,8262.0,6.6,0.0,1
152,11.7,349.0,3.0,42907.0,95608.0,9.7,1.0,0
153,6.6,422.0,4.0,58467.0,10999.0,7.2,2.0,1
154,11.2,513.0,1.0,52217.0,28766.0,7.9,1.0,0
155,11.5,337.0,3.0,41348.0,54428.0,8.2,1.0,1
156,6.4,399.0,2.0,36087.0,17551.0,6.5,1.0,0
157,19.3,363.0,1.0,143575.0,29928.0,11.5,1.0,1
158,12.4,636.0,4.0,40668.0,80151.0,6.9,2.0,0
159,4.0,598.0,2.0,41541.0,36606.0,10.1,0.0,1
160,13.3,318.0,3.0,33347.0,30333.0,6.4,1.0,0
161,5.1,402.0,3.0,60650.0,4835.0,2.3,1.0,0
162,13.9,412.0,2.0,52865.0,9506.0,14.6,1.0,0
163,15.8,362.0,5.0,34722.0,56513.0,12.5,0.0,0
164,5.9,351.0,3.0,31546.0,36789.0,20.0,1.0,0
165,14.8,339.0,1.0,52046.0,42164.0,4.8,2.0,0
166,12.1,356.0,2.0,50526.0,39021.0,9.0,2.0,1
167,14.1,480.0,4.0,36078.0,70318.0,9.4,1.0,0
168,19.5,441.0,4.0,88423.0,17409.0,14.9,0.0,1
169,8.8,392.0,1.0,33058.0,24550.0,7.5,1.0,1
170,6.2,345.0,4.0,40878.0,8727.0,4.1,0.0,1
171,5.6,357.0,1.0,85750.0,6973.0,16.0,1.0,1
172,5.9,743.0,5.0,40451.0,5017.0,8.4,1.0,1
173,9.6,644.0,1.0,49648.0,9930.0,14.4,0.0,0
174,11.7,355.0,3.0,39723.0,89081.0,13.8,0.0,0
175,11.4,330.0,5.0,36103.0,5446.0,9.9,1.0,0
176,14.1,362.0,3.0,110198.0,16761.0,9.1,1.0,1
177,10.1,373.0,4.0,40106.0,6879.0,8.0,0.0,0
178,17.3,325.0,4.0,73502.0,12825.0,9.9,0.0,0
179,8.7,427.0,5.0,34953.0,25661.0,14.3,1.0,0
180,23.6,386.0,5.0,34532.0,11730.0,6.0,3.0,0
181,13.1,365.0,2.0,30490.0,58730.0,10.5,0.0,0
182,5.7,352.0,4.0,50367.0,87604.0,4.4,1.0,1
183,4.6,490.0,1.0,38808.0,2910.0,5.0,1.0,0
184,12.4,345.0,3.0,68693.0,11912.0,9.8,0.0,1
185,8.9,850.0,4.0,42330.0,23231.0,1.0,0.0,1
186,13.6,417.0,3.0,96874.0,60688.0,20.0,0.0,1
187,12.4,408.0,4.0,33863.0,14635.0,4.0,1.0,1
188,9.6,454.0,3.0,69314.0,21635.0,9.8,1.0,1
189,5.8,636.0,5.0,58998.0,7777.0,15.8,2.0,0
190,2.4,353.0,3.0,58510.0,5544.0,5.7,1.0,0
191,7.8,467.0,2.0,66074.0,80890.0,1.0,1.0,0
192,14.3,461.0,4.0,57688.0,4266.0,7.8,0.0,1
193,11.1,533.0,1.0,48997.0,100000.0,5.6,2.0,0
194,3.8,376.0,4.0,32609.0,42304.0,1.0,0.0,0
195,10.9,519.0,1.0,30518.0,40618.0,11.4,0.0,1
196,11.9,348.0,5.0,79159.0,36972.0,11.0,2.0,1
197,5.6,310.0,3.0,48506.0,17546.0,15.7,0.0,1
198,10.8,401.0,3.0,60815.0,31347.0,4.4,3.0,1
199,10.3,510.0,4.0,42639.0,18583.0,2.0,1.0,0
200,4.3,409.0,1.0,32300.0,36234.0,8.0,1.0,1
201,11.8,416.0,2.0,32474.0,21369.0,9.6,0.0,1
202,12.8,464.0,5.0,52356.0,9365.0,14.6,1.0,0
203,15.4,456.0,4.0,40808.0,10062.0,17.1,1.0,0
204,15.3,570.0,3.0,34224.0,9083.0,16.1,0.0,1
205,3.1,360.0,1.0,43020.0,52776.0,11.4,2.0,0
206,5.3,443.0,4.0,31165.0,12636.0,14.0,1.0,1
207,12.6,621.0,4.0,46823.0,3941.0,6.8,2.0,1
208,12.6,443.0,3.0,35964.0,31481.0,10.8,4.0,0
